a,b,c,alpha,beta,gamma,structure type,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
3.285,3.285,3.285,90.0,90.0,90.0,cubic,0.7769589564344554,0.9345036295275877,-1.0,63.0,81.0,0.0,1.6425000429153442,0.6803456544876099,0.0,13.036939925900752,6.123110890388489,0.0,1.7186613009785732,0.4581699867281364,0.0,0.0,0.0,0.0
7.398,7.398,7.398,90.0,90.0,90.0,cubic,0.6743005380030949,0.7969208918902573,-1.0,63.0,81.0,0.0,3.6989998817443848,1.5321760177612305,0.0,29.359901360258913,13.789584159851074,0.0,5.80842906407065,1.5484429325357099,0.0,0.0,0.0,0.0
8.697,8.697,8.697,90.0,90.0,90.0,cubic,0.6570029508022234,0.7742084967017745,-1.0,63.0,81.0,0.0,4.348499774932861,1.8012080192565918,0.0,34.51514694207808,16.210872173309326,0.0,7.403573489056145,1.9736858225245524,0.0,0.0,0.0,0.0
8.578,8.578,8.578,90.0,90.0,90.0,cubic,0.6584414821649994,0.7760923313279892,-1.0,63.0,81.0,0.0,4.289000034332275,1.7765617370605469,0.0,34.04288239197208,15.989055633544922,0.0,7.252141818287921,1.9333152203680584,0.0,0.0,0.0,0.0
4.481,4.481,4.481,90.0,90.0,90.0,cubic,0.7342102982268546,0.876624312843761,-1.0,63.0,81.0,0.0,2.240499973297119,0.9280455112457275,0.0,17.7834172253731,8.352409601211548,0.0,2.7381020369295967,0.7299382557939483,0.0,0.0,0.0,0.0
5.861,5.861,5.861,90.0,90.0,90.0,cubic,0.7008654797176083,0.8320620704935483,-1.0,63.0,81.0,0.0,2.930500030517578,1.213852882385254,0.0,23.260122893450117,10.924675941467285,0.0,4.095857221767963,1.091896049238496,0.0,0.0,0.0,0.0
6.425,6.425,6.425,90.0,90.0,90.0,cubic,0.6901392675840837,0.8178348584428418,-1.0,63.0,81.0,0.0,3.2125000953674316,1.3306608200073242,0.0,25.498429017340513,11.975947380065918,0.0,4.701072376966115,1.253237173005848,0.0,0.0,0.0,0.0
7.285,7.285,7.285,90.0,90.0,90.0,cubic,0.6759939755294864,0.7991516066602291,-1.0,63.0,81.0,0.0,3.6424999237060547,1.508772850036621,0.0,28.911446846093895,13.57895565032959,0.0,5.675858249660847,1.5131012999886222,0.0,0.0,0.0,0.0
6.472,6.472,6.472,90.0,90.0,90.0,cubic,0.6893023977697802,0.8167269975164267,-1.0,63.0,81.0,0.0,3.2360000610351562,1.3403949737548828,0.0,25.68495421226658,12.063554763793945,0.0,4.752750272510208,1.2670139591199985,0.0,0.0,0.0,0.0
4.245,4.245,4.245,90.0,90.0,90.0,cubic,0.7413179933679521,0.8861889490133803,-1.0,63.0,81.0,0.0,2.122499942779541,0.8791682720184326,0.0,16.846821019030468,7.9125144481658936,0.0,2.52466491378042,0.6730389891402073,0.0,0.0,0.0,0.0
5.311,5.311,5.311,90.0,90.0,90.0,cubic,0.7127465029163358,0.8478818245150325,-1.0,63.0,81.0,0.0,2.6554999351501465,1.0999441146850586,0.0,21.077377304866307,9.899497032165527,0.0,3.5330652355136185,0.9418638843064043,0.0,0.0,0.0,0.0
6.253,6.253,6.253,90.0,90.0,90.0,cubic,0.6932728944163886,0.821985870148929,-1.0,63.0,81.0,0.0,3.126499891281128,1.2950389385223389,0.0,24.815823559201025,11.65535044670105,0.0,4.513566449420428,1.2032516165966893,0.0,0.0,0.0,0.0
7.622,7.622,7.622,90.0,90.0,90.0,cubic,0.6710428023918079,0.7926332202169192,-1.0,63.0,81.0,0.0,3.811000108718872,1.5785677433013916,0.0,30.248875602330752,14.207109689712524,0.0,6.074221930680114,1.6192990082788836,0.0,0.0,0.0,0.0
4.493,4.493,4.493,90.0,90.0,90.0,cubic,0.7338624942190021,0.8761568842200657,-1.0,63.0,81.0,0.0,2.246500015258789,0.9305307865142822,0.0,17.83104108203269,8.37477707862854,0.0,2.7491083221852963,0.7328723438119622,0.0,0.0,0.0,0.0
5.304,5.304,5.304,90.0,90.0,90.0,cubic,0.712908253515474,0.848097616896753,-1.0,63.0,81.0,0.0,2.6519999504089355,1.098494529724121,0.0,21.04959703721301,9.88645076751709,0.0,3.526082596111078,0.9400026145675219,0.0,0.0,0.0,0.0
8.456,8.456,8.456,90.0,90.0,90.0,cubic,0.6599438448440609,0.7780606923987747,-1.0,63.0,81.0,0.0,4.228000164031982,1.7512946128845215,0.0,33.558710931506766,15.761651515960693,0.0,7.0979789482378735,1.8922173982726735,0.0,0.0,0.0,0.0
8.638,8.638,8.638,90.0,90.0,90.0,cubic,0.6577129119871752,0.7751380984368571,-1.0,63.0,81.0,0.0,4.318999767303467,1.7889885902404785,0.0,34.28099789049243,16.100897312164307,0.0,7.3283631914258365,1.953635641667278,0.0,0.0,0.0,0.0
3.783,3.783,3.783,90.0,90.0,90.0,cubic,0.7569232887636034,0.9072705434906349,-1.0,63.0,81.0,0.0,1.8914999961853027,0.783484935760498,0.0,15.013315784357799,7.051364421844482,0.0,2.123937490266515,0.5662108530872243,0.0,0.0,0.0,0.0
3.091,3.091,3.091,90.0,90.0,90.0,cubic,0.7859305728590141,0.9467591847031535,-1.0,63.0,81.0,0.0,1.5455000400543213,0.6401669979095459,0.0,12.267026271672293,5.761502981185913,0.0,1.568685003332253,0.418188548368733,0.0,0.0,0.0,0.0
4.148,4.148,4.148,90.0,90.0,90.0,cubic,0.7443968140853419,0.8903392222292237,-1.0,63.0,81.0,0.0,2.0739998817443848,0.859079122543335,0.0,16.461863718819036,7.731712102890015,0.0,2.4386265886407426,0.6501026869636886,0.0,0.0,0.0,0.0
3.395,3.395,3.395,90.0,90.0,90.0,cubic,0.7721894008211394,0.92800359106651,-1.0,63.0,81.0,0.0,1.6974999904632568,0.7031276226043701,0.0,13.473488475900876,6.328148603439331,0.0,1.8057053487619361,0.4813749131034368,0.0,0.0,0.0,0.0
7.733,7.733,7.733,90.0,90.0,90.0,cubic,0.6694750961615874,0.7905715311507826,-1.0,63.0,81.0,0.0,3.866499900817871,1.6015567779541016,0.0,30.689391545459976,14.414011001586914,0.0,6.2073926661976415,1.6548008045138183,0.0,0.0,0.0,0.0
6.134,6.134,6.134,90.0,90.0,90.0,cubic,0.6955090498671622,0.8249508248505816,-1.0,63.0,81.0,0.0,3.066999912261963,1.270392894744873,0.0,24.34355711670622,11.433536052703857,0.0,4.385335847311681,1.1690667208279117,0.0,0.0,0.0,0.0
3.985,3.985,3.985,90.0,90.0,90.0,cubic,0.7497974395082291,0.8976300163381621,-1.0,63.0,81.0,0.0,1.9924999475479126,0.8253206014633179,0.0,15.81497804556305,7.427885413169861,0.0,2.29630563566486,0.6121618244957134,0.0,0.0,0.0,0.0
7.416,7.416,7.416,90.0,90.0,90.0,cubic,0.6740339505877225,0.7965698235602694,-1.0,63.0,81.0,0.0,3.7079999446868896,1.5359041690826416,0.0,29.431337145248296,13.823137521743774,0.0,5.829640748733269,1.5540979679996023,0.0,0.0,0.0,0.0
4.419,4.419,4.419,90.0,90.0,90.0,cubic,0.7360275821663199,0.8790675992123624,-1.0,63.0,81.0,0.0,2.2095000743865967,0.9152047634124756,0.0,17.537363155816944,8.23684287071228,0.0,2.681471864731064,0.7148412762088543,0.0,0.0,0.0,0.0
5.788,5.788,5.788,90.0,90.0,90.0,cubic,0.7023546064708575,0.8340413944645608,-1.0,63.0,81.0,0.0,2.8940000534057617,1.1987338066101074,0.0,22.97041330655787,10.788604259490967,0.0,4.0195738845140045,1.0715596306889354,0.0,0.0,0.0,0.0
6.432,6.432,6.432,90.0,90.0,90.0,cubic,0.6900141114370735,0.8176691207124273,-1.0,63.0,81.0,0.0,3.2160000801086426,1.33211088180542,0.0,25.526209284993808,11.98899793624878,0.0,4.708757121781309,1.2552862673152627,0.0,0.0,0.0,0.0
8.026,8.026,8.026,90.0,90.0,90.0,cubic,0.6654760433471325,0.7853173987051929,-1.0,63.0,81.0,0.0,4.013000011444092,1.6622390747070312,0.0,31.85220012474127,14.960151672363281,0.0,6.563507036628,1.749735666249594,0.0,0.0,0.0,0.0
3.985,3.985,3.985,90.0,90.0,90.0,cubic,0.7497974395082291,0.8976300163381621,-1.0,63.0,81.0,0.0,1.9924999475479126,0.8253206014633179,0.0,15.81497804556305,7.427885413169861,0.0,2.29630563566486,0.6121618244957134,0.0,0.0,0.0,0.0
8.124,8.124,8.124,90.0,90.0,90.0,cubic,0.6641813198824663,0.7836178396002054,-1.0,63.0,81.0,0.0,4.061999797821045,1.6825356483459473,0.0,32.241123871887396,15.142820835113525,0.0,6.684086474708586,1.7818807064826714,0.0,0.0,0.0,0.0
8.869,8.869,8.869,90.0,90.0,90.0,cubic,0.6549689054778689,0.771546507869973,-1.0,63.0,81.0,0.0,4.434500217437744,1.836829662322998,0.0,35.19775429260637,16.531466960906982,0.0,7.624286973447879,2.0325233323987297,0.0,0.0,0.0,0.0
4.765,4.765,4.765,90.0,90.0,90.0,cubic,0.7263009805995959,0.8660082791621084,-1.0,63.0,81.0,0.0,2.382499933242798,0.9868638515472412,0.0,18.910506965965297,8.881774663925171,0.0,3.0024899295065928,0.8004202650044887,0.0,0.0,0.0,0.0
5.621,5.621,5.621,90.0,90.0,90.0,cubic,0.7058578903179946,0.8387017124865465,-1.0,63.0,81.0,0.0,2.810499906539917,1.1641473770141602,0.0,22.307651437424685,10.477326393127441,0.0,3.8468705878643252,1.0255200593708695,0.0,0.0,0.0,0.0
5.865,5.865,5.865,90.0,90.0,90.0,cubic,0.7007846076009758,0.8319546204371661,-1.0,63.0,81.0,0.0,2.932499885559082,1.2146811485290527,0.0,23.27599625074411,10.932130336761475,0.0,4.10005062797802,1.0930138141676873,0.0,0.0,0.0,0.0
5.958,5.958,5.958,90.0,90.0,90.0,cubic,0.6989247399121393,0.8294840545916906,-1.0,63.0,81.0,0.0,2.9790000915527344,1.2339420318603516,0.0,23.645080193661546,11.105478286743164,0.0,4.197957027132654,1.1191140561695256,0.0,0.0,0.0,0.0
5.188,5.188,5.188,90.0,90.0,90.0,cubic,0.7156312063828233,0.8517325646253251,-1.0,63.0,81.0,0.0,2.5940001010894775,1.074469804763794,0.0,20.5892375050775,9.670228242874146,0.0,3.4110430198076425,0.909334223927895,0.0,0.0,0.0,0.0
5.645,5.645,5.645,90.0,90.0,90.0,cubic,0.705345895513443,0.8380203034914829,-1.0,63.0,81.0,0.0,2.822499990463257,1.1691176891326904,0.0,22.40289915074387,10.522059202194214,0.0,3.871534533122144,1.0320947314099955,0.0,0.0,0.0,0.0
5.379,5.379,5.379,90.0,90.0,90.0,cubic,0.7111899612958217,0.8458056444037623,-1.0,63.0,81.0,0.0,2.689500093460083,1.1140272617340088,0.0,21.34724519514106,10.026245355606079,0.0,3.6011362993334184,0.9600104087314114,0.0,0.0,0.0,0.0
8.242,8.242,8.242,90.0,90.0,90.0,cubic,0.662649461683584,0.781607958648692,-1.0,63.0,81.0,0.0,4.120999813079834,1.7069745063781738,0.0,32.70942197505871,15.362770557403564,0.0,6.8302422306280555,1.820844112352771,0.0,0.0,0.0,0.0
6.295,6.295,6.295,90.0,90.0,90.0,cubic,0.6924971786598797,0.8209579149339232,-1.0,63.0,81.0,0.0,3.1475000381469727,1.3037371635437012,0.0,24.982507057509604,11.73363447189331,0.0,4.559117967901355,1.2153945424461816,0.0,0.0,0.0,0.0
5.336,5.336,5.336,90.0,90.0,90.0,cubic,0.712171148267606,0.8471142474276134,-1.0,63.0,81.0,0.0,2.6679999828338623,1.1051218509674072,0.0,21.176593357508988,9.946096658706665,0.0,3.558040993113895,0.9485221189326642,0.0,0.0,0.0,0.0
4.052,4.052,4.052,90.0,90.0,90.0,cubic,0.7475417867584536,0.8945832982767783,-1.0,63.0,81.0,0.0,2.0260000228881836,0.8391966819763184,0.0,16.080876650319908,7.552770137786865,0.0,2.354460357910988,0.6276649114503732,0.0,0.0,0.0,0.0
7.988,7.988,7.988,90.0,90.0,90.0,cubic,0.665983714849178,0.7859840163159146,-1.0,63.0,81.0,0.0,3.99399995803833,1.6543688774108887,0.0,31.701391876115494,14.889319896697998,0.0,6.516948630090639,1.7373236864066322,0.0,0.0,0.0,0.0
7.593,7.593,7.593,90.0,90.0,90.0,cubic,0.6714573748060041,0.7931785651694891,-1.0,63.0,81.0,0.0,3.7964999675750732,1.5725619792938232,0.0,30.13378430000527,14.15305781364441,0.0,6.039588012904297,1.6100667103004114,0.0,0.0,0.0,0.0
8.275,8.275,8.275,90.0,90.0,90.0,cubic,0.6622262336381856,0.7810528511100987,-1.0,63.0,81.0,0.0,4.137499809265137,1.7138090133666992,0.0,32.84038663467819,15.424281120300293,0.0,6.871304488226065,1.8317906907126416,0.0,0.0,0.0,0.0
6.45,6.45,6.45,90.0,90.0,90.0,cubic,0.6896931182378812,0.8172441652818393,-1.0,63.0,81.0,0.0,3.2249999046325684,1.335838794708252,0.0,25.597643177594392,12.022549152374268,0.0,4.728536795825973,1.2605593309641567,0.0,0.0,0.0,0.0
4.562,4.562,4.562,90.0,90.0,90.0,cubic,0.731886766410237,0.8735026476422465,-1.0,63.0,81.0,0.0,2.2809998989105225,0.9448211193084717,0.0,18.10487541924214,8.503390073776245,0.0,2.812678624977643,0.7498192784350226,0.0,0.0,0.0,0.0
6.684,6.684,6.684,90.0,90.0,90.0,cubic,0.6856257904894486,0.811863645748603,-1.0,63.0,81.0,0.0,3.3420000076293945,1.3843016624450684,0.0,26.52630270529003,12.458714962005615,0.0,4.988177321598685,1.3297754914974358,0.0,0.0,0.0,0.0
7.3,7.3,7.3,90.0,90.0,90.0,cubic,0.6757671793271529,0.7988527895838682,-1.0,63.0,81.0,0.0,3.6500000953674316,1.5118794441223145,0.0,28.97097761311279,13.60691499710083,0.0,5.693397776720467,1.517776964426698,0.0,0.0,0.0,0.0
8.068,8.068,8.068,90.0,90.0,90.0,cubic,0.6649186185953551,0.7845855921385969,-1.0,63.0,81.0,0.0,4.033999919891357,1.6709375381469727,0.0,32.018881730661036,15.038437843322754,0.0,6.615094331129722,1.7634881156946558,0.0,0.0,0.0,0.0
8.105,8.105,8.105,90.0,90.0,90.0,cubic,0.6644307222575069,0.7839451493260661,-1.0,63.0,81.0,0.0,4.052499771118164,1.678600788116455,0.0,32.16571974757451,15.107407093048096,0.0,6.660651518467743,1.775633572341084,0.0,0.0,0.0,0.0
3.804,3.804,3.804,90.0,90.0,90.0,cubic,0.7561585482365138,0.9062347996408674,-1.0,63.0,81.0,0.0,1.9019999504089355,0.7878341674804688,0.0,15.096656587317682,7.090507507324219,0.0,2.1416473769816284,0.5709320604780517,0.0,0.0,0.0,0.0
6.835,6.835,6.835,90.0,90.0,90.0,cubic,0.6831004313472996,0.8085266415585939,-1.0,63.0,81.0,0.0,3.4175000190734863,1.4155750274658203,0.0,27.12556546808082,12.740175247192383,0.0,5.158162291168206,1.3750913574735641,0.0,0.0,0.0,0.0
8.478,8.478,8.478,90.0,90.0,90.0,cubic,0.6596708302135732,0.7777028882396849,-1.0,63.0,81.0,0.0,4.238999843597412,1.7558512687683105,0.0,33.646018181401345,15.802661418914795,0.0,7.125696397313164,1.8996071796806504,0.0,0.0,0.0,0.0
7.811,7.811,7.811,90.0,90.0,90.0,cubic,0.6683911644600409,0.789146714886055,-1.0,63.0,81.0,0.0,3.9054999351501465,1.617711067199707,0.0,30.99894472135852,14.559399604797363,0.0,6.301546801669172,1.6799008454575994,0.0,0.0,0.0,0.0
4.406,4.406,4.406,90.0,90.0,90.0,cubic,0.7364130124226311,0.879586001494283,-1.0,63.0,81.0,0.0,2.203000068664551,0.9125123023986816,0.0,17.485770959833854,8.212610721588135,0.0,2.6696478614687975,0.7116890865300842,0.0,0.0,0.0,0.0
4.379,4.379,4.379,90.0,90.0,90.0,cubic,0.7372184671807208,0.8806695271756576,-1.0,63.0,81.0,0.0,2.189500093460083,0.9069204330444336,0.0,17.378618228544173,8.162283897399902,0.0,2.645146107878079,0.7051572798528182,0.0,0.0,0.0,0.0
8.344,8.344,8.344,90.0,90.0,90.0,cubic,0.6613484531729331,0.7799018465985488,-1.0,63.0,81.0,0.0,4.171999931335449,1.7280988693237305,0.0,33.11422286427644,15.552889823913574,0.0,6.957426910057652,1.8547487744493631,0.0,0.0,0.0,0.0
5.354,5.354,5.354,90.0,90.0,90.0,cubic,0.7117591298715819,0.8465646789662332,-1.0,63.0,81.0,0.0,2.677000045776367,1.1088497638702393,0.0,21.24802914249838,9.979647874832153,0.0,3.5760598744938714,0.9533256455886333,0.0,0.0,0.0,0.0
6.605,6.605,6.605,90.0,90.0,90.0,cubic,0.6869774598116919,0.8136509057387652,-1.0,63.0,81.0,0.0,3.302500009536743,1.3679401874542236,0.0,26.212781190067975,12.311461687088013,0.0,4.900004231040084,1.3062697700404302,0.0,0.0,0.0,0.0
3.165,3.165,3.165,90.0,90.0,90.0,cubic,0.782419182185911,0.9419579243397976,-1.0,63.0,81.0,0.0,1.5824999809265137,0.6554930210113525,0.0,12.56070419788804,5.899437189102173,0.0,1.6253533245116285,0.4332956429298218,0.0,0.0,0.0,0.0
8.573,8.573,8.573,90.0,90.0,90.0,cubic,0.6585025013020989,0.7761722306737373,-1.0,63.0,81.0,0.0,4.286499977111816,1.775526523590088,0.0,34.02303880296578,15.979738712310791,0.0,7.245801834488904,1.9316256345243288,0.0,0.0,0.0,0.0
5.482,5.482,5.482,90.0,90.0,90.0,cubic,0.7088819412309879,0.8427290522643512,-1.0,63.0,81.0,0.0,2.740999937057495,1.135359525680542,0.0,21.756012531293482,10.218235731124878,0.0,3.7050643227987297,0.9877165386237193,0.0,0.0,0.0,0.0
8.618,8.618,8.618,90.0,90.0,90.0,cubic,0.6579550220353015,0.7754551770548712,-1.0,63.0,81.0,0.0,4.309000015258789,1.784846305847168,0.0,34.20162731924485,16.06361675262451,0.0,7.302926961345698,1.9468543003187937,0.0,0.0,0.0,0.0
5.311,5.311,5.311,90.0,90.0,90.0,cubic,0.7127465029163358,0.8478818245150325,-1.0,63.0,81.0,0.0,2.6554999351501465,1.0999441146850586,0.0,21.077377304866307,9.899497032165527,0.0,3.5330652355136185,0.9418638843064043,0.0,0.0,0.0,0.0
