a,b,c,alpha,beta,gamma,structure type,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
6.891,6.891,6.891,90.0,90.0,90.0,cubic,0.6279684193179007,0.7605954107945444,-1.0,26.0,28.0,0.0,3.445499897003174,1.427173137664795,0.0,17.568671208901115,7.551890400185593,0.0,5.221683873588365,1.3920255541152737,0.0,0.0,0.0,0.0
7.141,7.141,7.141,90.0,90.0,90.0,cubic,0.6236845595390035,0.7544584784897356,-1.0,26.0,28.0,0.0,3.570499897003174,1.4789495468139648,0.0,18.20604864810021,7.825865404962859,0.0,5.508403569501916,1.468460441557694,0.0,0.0,0.0,0.0
7.529,7.529,7.529,90.0,90.0,90.0,cubic,0.6174310696326625,0.7455274878598963,-1.0,26.0,28.0,0.0,3.7644999027252197,1.5593068599700928,0.0,19.195258462914037,8.251076338235766,0.0,5.963389126482325,1.5897527978989279,0.0,0.0,0.0,0.0
6.974,6.974,6.974,90.0,90.0,90.0,cubic,0.6265226300895876,0.758522527741734,-1.0,26.0,28.0,0.0,3.486999988555908,1.4443626403808594,0.0,17.780280985544394,7.642848698880745,0.0,5.31630798557112,1.4172503845382765,0.0,0.0,0.0,0.0
3.16,3.16,3.16,90.0,90.0,90.0,cubic,0.739020515934402,0.9252517770259534,-1.0,26.0,28.0,0.0,1.5800000429153442,0.6544574499130249,0.0,8.056451050302778,3.4630633122867485,0.0,1.6215033932779308,0.43226924486972135,0.0,0.0,0.0,0.0
7.726,7.726,7.726,90.0,90.0,90.0,cubic,0.6144236041913993,0.7412439316933658,-1.0,26.0,28.0,0.0,3.86299991607666,1.600107192993164,0.0,19.69751195308218,8.46697140741109,0.0,6.198966106190585,1.6525546479722162,0.0,0.0,0.0,0.0
8.917,8.917,8.917,90.0,90.0,90.0,cubic,0.5982488037922902,0.7183347661374441,-1.0,26.0,28.0,0.0,4.458499908447266,1.846771240234375,0.0,22.733978034524252,9.772194860172956,0.0,7.6862650569378825,2.0490467526569085,0.0,0.0,0.0,0.0
5.848,5.848,5.848,90.0,90.0,90.0,cubic,0.6484811427765063,0.7901966650766455,-1.0,26.0,28.0,0.0,2.9240000247955322,1.21116042137146,0.0,14.909533184178205,6.408858545506164,0.0,4.082237535651147,1.0882651437965314,0.0,0.0,0.0,0.0
8.653,8.653,8.653,90.0,90.0,90.0,cubic,0.6015684953123018,0.7230190013703136,-1.0,26.0,28.0,0.0,4.326499938964844,1.7920951843261719,0.0,22.06090761433973,9.482876366967016,0.0,7.347460612110934,1.958726607857737,0.0,0.0,0.0,0.0
6.782,6.782,6.782,90.0,90.0,90.0,cubic,0.6299041687612612,0.7633736569350953,-1.0,26.0,28.0,0.0,3.3910000324249268,1.4045979976654053,0.0,17.29077533592847,7.43243398768389,0.0,5.098282596319626,1.359127754385114,0.0,0.0,0.0,0.0
5.968,5.968,5.968,90.0,90.0,90.0,cubic,0.6458699809962801,0.7864086953574043,-1.0,26.0,28.0,0.0,2.9839999675750732,1.2360131740570068,0.0,15.215474063225535,6.540366951508863,0.0,4.208530072718744,1.1219328474389647,0.0,0.0,0.0,0.0
7.921,7.921,7.921,90.0,90.0,90.0,cubic,0.6115489107585632,0.7371565836360894,-1.0,26.0,28.0,0.0,3.9605000019073486,1.6404926776885986,0.0,20.194666793309832,8.680671305572941,0.0,6.43512875082627,1.7155115963784124,0.0,0.0,0.0,0.0
8.887,8.887,8.887,90.0,90.0,90.0,cubic,0.5986192274921408,0.7188570068657809,-1.0,26.0,28.0,0.0,4.44350004196167,1.8405580520629883,0.0,22.657493422612912,9.73931775867228,0.0,7.647508997728016,2.0387148836321054,0.0,0.0,0.0,0.0
4.28,4.28,4.28,90.0,90.0,90.0,cubic,0.6914393558903972,0.8533646610952791,-1.0,26.0,28.0,0.0,2.140000104904175,0.8864169120788574,0.0,10.911902293996993,4.690477414564926,0.0,2.5559532478826035,0.6813798147822038,0.0,0.0,0.0,0.0
6.694,6.694,6.694,90.0,90.0,90.0,cubic,0.6314987341426191,0.7656645090266987,-1.0,26.0,28.0,0.0,3.3469998836517334,1.3863728046417236,0.0,17.066417718732968,7.335995331010268,0.0,4.999375523537376,1.332760950646659,0.0,0.0,0.0,0.0
4.813,4.813,4.813,90.0,90.0,90.0,cubic,0.6746355560304251,0.8284631960616556,-1.0,26.0,28.0,0.0,2.4065001010894775,0.99680495262146,0.0,12.270790974918254,5.2745960205478095,0.0,3.047972470491,0.8125451350257678,0.0,0.0,0.0,0.0
4.477,4.477,4.477,90.0,90.0,90.0,cubic,0.6848985601315792,0.8436422021340225,-1.0,26.0,28.0,0.0,2.2385001182556152,0.9272170066833496,0.0,11.414155784165139,4.906371222147715,0.0,2.7344368382268165,0.7289610049347461,0.0,0.0,0.0,0.0
7.833,7.833,7.833,90.0,90.0,90.0,cubic,0.6128340067206345,0.738982957716275,-1.0,26.0,28.0,0.0,3.9165000915527344,1.622267246246338,0.0,19.97031039181532,8.584231387306783,0.0,6.3281887637475895,1.6870028390029501,0.0,0.0,0.0,0.0
6.757,6.757,6.757,90.0,90.0,90.0,cubic,0.6303542394992091,0.7640199950283509,-1.0,26.0,28.0,0.0,3.378499984741211,1.3994207382202148,0.0,17.22703734886836,7.405038505754221,0.0,5.070118334055643,1.3516201946238509,0.0,0.0,0.0,0.0
4.252,4.252,4.252,90.0,90.0,90.0,cubic,0.69240383727942,0.8548014535510912,-1.0,26.0,28.0,0.0,2.125999927520752,0.8806180953979492,0.0,10.840515116325161,4.659792960892654,0.0,2.530912214596191,0.6747045232676276,0.0,0.0,0.0,0.0
