a,b,c,alpha,beta,gamma,structure type,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
7.48,7.48,7.48,90.0,90.0,90.0,cubic,0.6730929895420775,0.7953310156303524,-1.0,63.0,81.0,0.0,3.740000009536743,1.5491588115692139,0.0,29.685329785840253,13.942429304122925,0.0,5.905268089872561,1.574258787261868,0.0,0.0,0.0,0.0
8.16,8.16,8.16,90.0,90.0,90.0,cubic,0.6637108718083744,0.7830004875311875,-1.0,63.0,81.0,0.0,4.079999923706055,1.6899914741516113,0.0,32.38399544186617,15.209923267364502,0.0,6.728564906896378,1.7937378988242882,0.0,0.0,0.0,0.0
8.312,8.312,8.312,90.0,90.0,90.0,cubic,0.6617543375021347,0.780434066259832,-1.0,63.0,81.0,0.0,4.156000137329102,1.7214713096618652,0.0,32.987228436369264,15.493241786956787,0.0,6.917442272890911,1.8440890851467824,0.0,0.0,0.0,0.0
4.678,4.678,4.678,90.0,90.0,90.0,cubic,0.728654730880036,0.8691645193278987,-1.0,63.0,81.0,0.0,2.3389999866485596,0.9688456058502197,0.0,18.56523684376646,8.719610452651978,0.0,2.9206367307398473,0.778599417634773,0.0,0.0,0.0,0.0
6.984,6.984,6.984,90.0,90.0,90.0,cubic,0.6806802072224587,0.8053313137467106,-1.0,63.0,81.0,0.0,3.492000102996826,1.4464335441589355,0.0,27.716891552224613,13.01790189743042,0.0,5.327746905292158,1.4202995228337438,0.0,0.0,0.0,0.0
6.224,6.224,6.224,90.0,90.0,90.0,cubic,0.6938125703157718,0.8227012691449969,-1.0,63.0,81.0,0.0,3.111999988555908,1.2890324592590332,0.0,24.700734149264356,11.601292133331299,0.0,4.482203741649857,1.1948901855291643,0.0,0.0,0.0,0.0
5.304,5.304,5.304,90.0,90.0,90.0,cubic,0.712908253515474,0.848097616896753,-1.0,63.0,81.0,0.0,2.6519999504089355,1.098494529724121,0.0,21.04959703721301,9.88645076751709,0.0,3.526082596111078,0.9400026145675219,0.0,0.0,0.0,0.0
8.028,8.028,8.028,90.0,90.0,90.0,cubic,0.6654494138064343,0.7852824195831538,-1.0,63.0,81.0,0.0,4.013999938964844,1.6626534461975098,0.0,31.860136803388265,14.963881015777588,0.0,6.565960353391233,1.7503899816581738,0.0,0.0,0.0,0.0
4.843,4.843,4.843,90.0,90.0,90.0,cubic,0.7242395375512127,0.8632460971469761,-1.0,63.0,81.0,0.0,2.4214999675750732,1.0030181407928467,0.0,19.22006014186384,9.02716326713562,0.0,3.0765141370063067,0.8201539775637089,0.0,0.0,0.0,0.0
6.429,6.429,6.429,90.0,90.0,90.0,cubic,0.6900677324118994,0.8177401052704216,-1.0,63.0,81.0,0.0,3.2144999504089355,1.3314895629882812,0.0,25.514302374634507,11.983406066894531,0.0,4.705462848259178,1.2544081399323515,0.0,0.0,0.0,0.0
8.316,8.316,8.316,90.0,90.0,90.0,cubic,0.6617034923370521,0.7803673630966828,-1.0,63.0,81.0,0.0,4.1579999923706055,1.7223000526428223,0.0,33.00310179366326,15.5007004737854,0.0,6.922435852806312,1.8454209050233332,0.0,0.0,0.0,0.0
6.856,6.856,6.856,90.0,90.0,90.0,cubic,0.6827551023674356,0.8080705494998542,-1.0,63.0,81.0,0.0,3.427999973297119,1.419924259185791,0.0,27.208906271040703,12.77931833267212,0.0,5.181952509361898,1.3814334963881871,0.0,0.0,0.0,0.0
7.945,7.945,7.945,90.0,90.0,90.0,cubic,0.6665620432214514,0.7867435503716851,-1.0,63.0,81.0,0.0,3.9725000858306885,1.645463228225708,0.0,31.53074193087222,14.809169054031372,0.0,6.464397990869518,1.7233142763207323,0.0,0.0,0.0,0.0
8.567,8.567,8.567,90.0,90.0,90.0,cubic,0.6585757792141874,0.7762682594779987,-1.0,63.0,81.0,0.0,4.2835001945495605,1.7742834091186523,0.0,33.99922876702479,15.968550682067871,0.0,7.238197019301347,1.929597381439949,0.0,0.0,0.0,0.0
6.392,6.392,6.392,90.0,90.0,90.0,cubic,0.690731750045811,0.8186193724718197,-1.0,63.0,81.0,0.0,3.196000099182129,1.3238263130187988,0.0,25.367464357721037,11.91443681716919,0.0,4.6649005537431965,1.243594313057114,0.0,0.0,0.0,0.0
4.294,4.294,4.294,90.0,90.0,90.0,cubic,0.7397987922757682,0.8841426439405536,-1.0,63.0,81.0,0.0,2.1470000743865967,0.8893165588378906,0.0,17.041284784992335,8.003849029541016,0.0,2.568504334425955,0.6847259417149812,0.0,0.0,0.0,0.0
6.261,6.261,6.261,90.0,90.0,90.0,cubic,0.6931245979975192,0.8217893713530131,-1.0,63.0,81.0,0.0,3.130500078201294,1.2966954708099365,0.0,24.84757405856662,11.670259237289429,0.0,4.522231514511374,1.2055610403057764,0.0,0.0,0.0,0.0
7.252,7.252,7.252,90.0,90.0,90.0,cubic,0.6764951030185767,0.7998119677380868,-1.0,63.0,81.0,0.0,3.625999927520752,1.5019383430480957,0.0,28.78048218647442,13.517445087432861,0.0,5.637335735946903,1.5028317805284417,0.0,0.0,0.0,0.0
4.982,4.982,4.982,90.0,90.0,90.0,cubic,0.7206747511427583,0.8584741158838347,-1.0,63.0,81.0,0.0,2.490999937057495,1.0318059921264648,0.0,19.771699047995043,9.286253929138184,0.0,3.2099095034047553,0.8557152706080164,0.0,0.0,0.0,0.0
3.416,3.416,3.416,90.0,90.0,90.0,cubic,0.7713029438281852,0.9267966992234398,-1.0,63.0,81.0,0.0,1.7079999446868896,0.7074768543243408,0.0,13.556829278860759,6.367291688919067,0.0,1.8224851242916722,0.48584816627615574,0.0,0.0,0.0,0.0
7.818,7.818,7.818,90.0,90.0,90.0,cubic,0.6682945894909821,0.7890197650409638,-1.0,63.0,81.0,0.0,3.9089999198913574,1.6191611289978027,0.0,31.026724989011814,14.572450160980225,0.0,6.3100195677422,1.6821600614758025,0.0,0.0,0.0,0.0
5.32,5.32,5.32,90.0,90.0,90.0,cubic,0.7125389505544281,0.8476049252658395,-1.0,63.0,81.0,0.0,2.6600000858306885,1.1018080711364746,0.0,21.113096143555403,9.916272640228271,0.0,3.5420500182499266,0.9442590107274067,0.0,0.0,0.0,0.0
8.484,8.484,8.484,90.0,90.0,90.0,cubic,0.6595965251616435,0.7776055302152525,-1.0,63.0,81.0,0.0,4.242000102996826,1.757093906402588,0.0,33.669832002119946,15.813845157623291,0.0,7.133262823642689,1.9016240996277847,0.0,0.0,0.0,0.0
5.349,5.349,5.349,90.0,90.0,90.0,cubic,0.71187339433803,0.8467171032405305,-1.0,63.0,81.0,0.0,2.674499988555908,1.107814073562622,0.0,21.22818555349208,9.970326662063599,0.0,3.5710515070243893,0.9519903165264891,0.0,0.0,0.0,0.0
3.659,3.659,3.659,90.0,90.0,90.0,cubic,0.7615602079331242,0.9135564841036993,-1.0,63.0,81.0,0.0,1.8294999599456787,0.7578036785125732,0.0,14.521205752856686,6.820233106613159,0.0,2.0203695768523073,0.5386011512214598,0.0,0.0,0.0,0.0
7.304,7.304,7.304,90.0,90.0,90.0,cubic,0.6757068104597792,0.7987732158927205,-1.0,63.0,81.0,0.0,3.6519999504089355,1.5127081871032715,0.0,28.986850970406785,13.614373683929443,0.0,5.698077583329783,1.5190250990268988,0.0,0.0,0.0,0.0
