a,b,c,alpha,beta,gamma,structure type,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
3.669,3.669,3.669,90.0,90.0,90.0,cubic,0.7611783463106377,0.9130383939203605,-1.0,63.0,81.0,0.0,1.8344999551773071,0.7598749399185181,0.0,14.560891984674875,6.838874459266663,0.0,2.028657691670433,0.5408108509486995,0.0,0.0,0.0,0.0
5.063,5.063,5.063,90.0,90.0,90.0,cubic,0.7186586646518439,0.8557778839694512,-1.0,63.0,81.0,0.0,2.5315001010894775,1.048581600189209,0.0,20.093159134252886,9.43723440170288,0.0,3.288509776468824,0.8766688246584667,0.0,0.0,0.0,0.0
8.43,8.43,8.43,90.0,90.0,90.0,cubic,0.660267718228001,0.7784851258319478,-1.0,63.0,81.0,0.0,4.215000152587891,1.7459101676940918,0.0,33.455526539540585,15.713191509246826,0.0,7.065267439944821,1.8834975300001648,0.0,0.0,0.0,0.0
3.353,3.353,3.353,90.0,90.0,90.0,cubic,0.7739851173840439,0.930449570075545,-1.0,63.0,81.0,0.0,1.6764999628067017,0.6944290399551392,0.0,13.306805923786701,6.249861359596252,0.0,1.772301217872325,0.4724697684048929,0.0,0.0,0.0,0.0
7.588,7.588,7.588,90.0,90.0,90.0,cubic,0.671529065665919,0.7932728961469524,-1.0,63.0,81.0,0.0,3.7939999103546143,1.571526288986206,0.0,30.11394071099897,14.143736600875854,0.0,6.033623244160781,1.6084763857989357,0.0,0.0,0.0,0.0
3.249,3.249,3.249,90.0,90.0,90.0,cubic,0.7785678354634382,0.936698587442687,-1.0,63.0,81.0,0.0,1.624500036239624,0.6728899478912354,0.0,12.89406930211638,6.056009531021118,0.0,1.6904868693080195,0.45065923438124045,0.0,0.0,0.0,0.0
3.434,3.434,3.434,90.0,90.0,90.0,cubic,0.7705490465200474,0.9257705861464569,-1.0,63.0,81.0,0.0,1.7170000076293945,0.7112047672271729,0.0,13.628265063850147,6.400842905044556,0.0,1.8369090734064046,0.48969334542384485,0.0,0.0,0.0,0.0
3.211,3.211,3.211,90.0,90.0,90.0,cubic,0.7802929279138401,0.9390534541210138,-1.0,63.0,81.0,0.0,1.6054999828338623,0.6650199890136719,0.0,12.743261053490606,5.985179901123047,0.0,1.6609160108224315,0.44277619399478996,0.0,0.0,0.0,0.0
3.472,3.472,3.472,90.0,90.0,90.0,cubic,0.7689751598899378,0.9236292291613786,-1.0,63.0,81.0,0.0,1.7359999418258667,0.7190748453140259,0.0,13.779072366281516,6.471673607826233,0.0,1.8674834992302047,0.4978440929828847,0.0,0.0,0.0,0.0
8.822,8.822,8.822,90.0,90.0,90.0,cubic,0.6555195381007295,0.7722668935030416,-1.0,63.0,81.0,0.0,4.410999774932861,1.8270964622497559,0.0,35.011225312902695,16.443868160247803,0.0,7.563760470766369,2.0163895070181446,0.0,0.0,0.0,0.0
3.137,3.137,3.137,90.0,90.0,90.0,cubic,0.7837343764894449,0.9437555693817425,-1.0,63.0,81.0,0.0,1.56850004196167,0.6496939659118652,0.0,12.449583127274861,5.847245693206787,0.0,1.6038325219485636,0.42755842006623335,0.0,0.0,0.0,0.0
3.538,3.538,3.538,90.0,90.0,90.0,cubic,0.766296913384926,0.919988073059993,-1.0,63.0,81.0,0.0,1.7690000534057617,0.7327437400817871,0.0,14.041002631714875,6.594693660736084,0.0,1.9209850400890556,0.5121066189052035,0.0,0.0,0.0,0.0
4.28,4.28,4.28,90.0,90.0,90.0,cubic,0.7402304351006675,0.8847239748105571,-1.0,63.0,81.0,0.0,2.140000104904175,0.8864169120788574,0.0,16.985724249685745,7.977752208709717,0.0,2.5559532478826035,0.6813798147822038,0.0,0.0,0.0,0.0
7.94,7.94,7.94,90.0,90.0,90.0,cubic,0.6666295611050909,0.786832202518396,-1.0,63.0,81.0,0.0,3.9700000286102295,1.644428014755249,0.0,31.510898341865925,14.799852132797241,0.0,6.458296484952087,1.721688244058113,0.0,0.0,0.0,0.0
7.498,7.498,7.498,90.0,90.0,90.0,cubic,0.6728302633054541,0.7949852175494702,-1.0,63.0,81.0,0.0,3.749000072479248,1.5528864860534668,0.0,29.756765570829646,13.975978374481201,0.0,5.926596864890456,1.5799443112658411,0.0,0.0,0.0,0.0
5.082,5.082,5.082,90.0,90.0,90.0,cubic,0.7181920519251501,0.8551540906078632,-1.0,63.0,81.0,0.0,2.5409998893737793,1.0525166988372803,0.0,20.16856136617697,9.472650289535522,0.0,3.3070379822484393,0.8816083727844413,0.0,0.0,0.0,0.0
4.798,4.798,4.798,90.0,90.0,90.0,cubic,0.7254233121265783,0.864832028750479,-1.0,63.0,81.0,0.0,2.3989999294281006,0.9936983585357666,0.0,19.041471625584773,8.9432852268219,0.0,3.0337344725260404,0.80874958784645,0.0,0.0,0.0,0.0
7.466,7.466,7.466,90.0,90.0,90.0,cubic,0.6732979096432795,0.7956007862164787,-1.0,63.0,81.0,0.0,3.7330000400543213,1.5462591648101807,0.0,29.629769250533663,13.916332483291626,0.0,5.888696960867713,1.5698409144996903,0.0,0.0,0.0,0.0
6.035,6.035,6.035,90.0,90.0,90.0,cubic,0.6974140025129018,0.8274783710815018,-1.0,63.0,81.0,0.0,3.0174999237060547,1.2498893737792969,0.0,23.95066313784779,11.249004364013672,0.0,4.279599374822938,1.1408789770031307,0.0,0.0,0.0,0.0
6.836,6.836,6.836,90.0,90.0,90.0,cubic,0.6830839562562544,0.8085049211919464,-1.0,63.0,81.0,0.0,3.4179999828338623,1.4157817363739014,0.0,27.12953380740431,12.742035627365112,0.0,5.159294253941712,1.3753925644077372,0.0,0.0,0.0,0.0
8.853,8.853,8.853,90.0,90.0,90.0,cubic,0.6551559280203617,0.7717911382729238,-1.0,63.0,81.0,0.0,4.426499843597412,1.8335165977478027,0.0,35.134253293875176,16.501649379730225,0.0,7.603663580765989,2.0270267609230364,0.0,0.0,0.0,0.0
5.238,5.238,5.238,90.0,90.0,90.0,cubic,0.7144475825413401,0.8501520930533573,-1.0,63.0,81.0,0.0,2.61899995803833,1.0848252773284912,0.0,20.78766771797406,9.763427495956421,0.0,3.46047288742165,0.922511752877169,0.0,0.0,0.0,0.0
4.819,4.819,4.819,90.0,90.0,90.0,cubic,0.7248690304966863,0.8640893597972837,-1.0,63.0,81.0,0.0,2.4094998836517334,0.9980475902557373,0.0,19.124812428544658,8.982428312301636,0.0,3.053673345018878,0.8140650117693803,0.0,0.0,0.0,0.0
3.106,3.106,3.106,90.0,90.0,90.0,cubic,0.7852095028817687,0.9457727656054739,-1.0,63.0,81.0,0.0,1.5529999732971191,0.6432735919952393,0.0,12.32655514630238,5.789462327957153,0.0,1.5801175114345483,0.4212363083699724,0.0,0.0,0.0,0.0
7.339,7.339,7.339,90.0,90.0,90.0,cubic,0.675180403171894,0.7980797904413007,-1.0,63.0,81.0,0.0,3.6695001125335693,1.519956350326538,0.0,29.125754201062055,13.679607152938843,0.0,5.739083873342119,1.5299558128143191,0.0,0.0,0.0,0.0
5.825,5.825,5.825,90.0,90.0,90.0,cubic,0.7015967268881432,0.8330338793445551,-1.0,63.0,81.0,0.0,2.9124999046325684,1.2063970565795898,0.0,23.11725132347134,10.857573509216309,0.0,4.058178011963857,1.0818514141253732,0.0,0.0,0.0,0.0
4.06,4.06,4.06,90.0,90.0,90.0,cubic,0.7472758527022281,0.8942242663294888,-1.0,63.0,81.0,0.0,2.0299999713897705,0.8408534526824951,0.0,16.1126252572967,7.567681074142456,0.0,2.361436443979397,0.6295245647511903,0.0,0.0,0.0,0.0
8.968,8.968,8.968,90.0,90.0,90.0,cubic,0.6538215484692288,0.7700457140252317,-1.0,63.0,81.0,0.0,4.484000205993652,1.8573331832885742,0.0,35.5906482714648,16.715998649597168,0.0,7.752301405763734,2.0666500392724902,0.0,0.0,0.0,0.0
5.993,5.993,5.993,90.0,90.0,90.0,cubic,0.6982348242614014,0.8285679706605829,-1.0,63.0,81.0,0.0,2.996500015258789,1.2411909103393555,0.0,23.78398153192802,11.1707181930542,0.0,4.235002198173517,1.1289899952915912,0.0,0.0,0.0,0.0
4.468,4.468,4.468,90.0,90.0,90.0,cubic,0.734588510031994,0.8771326891102444,-1.0,63.0,81.0,0.0,2.2339999675750732,0.9253530502319336,0.0,17.73182502939001,8.328177452087402,0.0,2.726195254194633,0.726763997441013,0.0,0.0,0.0,0.0
7.956,7.956,7.956,90.0,90.0,90.0,cubic,0.666413709085327,0.7865487086611981,-1.0,63.0,81.0,0.0,3.9779999256134033,1.6477415561676025,0.0,31.57439555581951,14.829674005508423,0.0,6.477827363535273,1.7268946971220072,0.0,0.0,0.0,0.0
3.112,3.112,3.112,90.0,90.0,90.0,cubic,0.7849224136344914,0.9453801039774983,-1.0,63.0,81.0,0.0,1.555999994277954,0.6445162296295166,0.0,12.350367074632178,5.800646066665649,0.0,1.5846983301901651,0.422457476480462,0.0,0.0,0.0,0.0
6.365,6.365,6.365,90.0,90.0,90.0,cubic,0.6912195582580887,0.8192653388312743,-1.0,63.0,81.0,0.0,3.182499885559082,1.318234920501709,0.0,25.26030973404255,11.86411428451538,0.0,4.635374302291173,1.2357238585273465,0.0,0.0,0.0,0.0
3.836,3.836,3.836,90.0,90.0,90.0,cubic,0.7550042361544188,0.9046719187492571,-1.0,63.0,81.0,0.0,1.9179999828338623,0.794461727142334,0.0,15.22365290761366,7.150155544281006,0.0,2.168728127603921,0.5781515360973197,0.0,0.0,0.0,0.0
