a,b,c,alpha,beta,gamma,structure type,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
4.647,4.647,4.647,90.0,90.0,90.0,cubic,0.7295077701741035,0.8703090297970971,-1.0,63.0,81.0,0.0,2.323499917984009,0.9624252319335938,0.0,18.44220886279398,8.661827087402344,0.0,2.891653198305056,0.7708727863530634,0.0,0.0,0.0,0.0
6.409,6.409,6.409,90.0,90.0,90.0,cubic,0.6904260287613209,0.8182144909342369,-1.0,63.0,81.0,0.0,3.2044999599456787,1.3273475170135498,0.0,25.434929910998115,11.946127653121948,0.0,4.683522591702304,1.2485593070911043,0.0,0.0,0.0,0.0
3.269,3.269,3.269,90.0,90.0,90.0,cubic,0.7776710059639703,0.9354749149856131,-1.0,63.0,81.0,0.0,1.6345000267028809,0.6770319938659668,0.0,12.973441765752765,6.093287944793701,0.0,1.7061201481715826,0.4548267529913655,0.0,0.0,0.0,0.0
5.889,5.889,5.889,90.0,90.0,90.0,cubic,0.7003008816646329,0.8313119115115544,-1.0,63.0,81.0,0.0,2.944499969482422,1.219651699066162,0.0,23.371243964063293,10.976865291595459,0.0,4.125243084796489,1.0997296933229703,0.0,0.0,0.0,0.0
7.008,7.008,7.008,90.0,90.0,90.0,cubic,0.6802967925202797,0.8048253103530496,-1.0,63.0,81.0,0.0,3.503999948501587,1.451404333114624,0.0,27.812137373154986,13.062638998031616,0.0,5.355232743032083,1.4276272752745482,0.0,0.0,0.0,0.0
8.611,8.611,8.611,90.0,90.0,90.0,cubic,0.6580399372467546,0.7755664099933555,-1.0,63.0,81.0,0.0,4.305500030517578,1.7833962440490723,0.0,34.17384705159155,16.05056619644165,0.0,7.294031066068204,1.9444822594520315,0.0,0.0,0.0,0.0
4.912,4.912,4.912,90.0,90.0,90.0,cubic,0.7224529539944122,0.8608537865165062,-1.0,63.0,81.0,0.0,2.4560000896453857,1.0173084735870361,0.0,19.493896371462093,9.155776262283325,0.0,3.1424963447610894,0.8377437696010702,0.0,0.0,0.0,0.0
3.48,3.48,3.48,90.0,90.0,90.0,cubic,0.7686468168182872,0.9231827120056745,-1.0,63.0,81.0,0.0,1.7400000095367432,0.7207314968109131,0.0,13.810821919452716,6.486583471298218,0.0,1.8739417614552314,0.4995655320283242,0.0,0.0,0.0,0.0
3.387,3.387,3.387,90.0,90.0,90.0,cubic,0.7725290780381071,0.9284662002923935,-1.0,63.0,81.0,0.0,1.69350004196167,0.7014706134796143,0.0,13.441739868924083,6.313235521316528,0.0,1.7993267285210772,0.4796742847751195,0.0,0.0,0.0,0.0
5.599,5.599,5.599,90.0,90.0,90.0,cubic,0.7063297934823051,0.8393299192785866,-1.0,63.0,81.0,0.0,2.799499988555908,1.1595909595489502,0.0,22.2203422951413,10.436318635940552,0.0,3.824308500373627,1.019505199350922,0.0,0.0,0.0,0.0
3.398,3.398,3.398,90.0,90.0,90.0,cubic,0.7720623024952097,0.9278305619759833,-1.0,63.0,81.0,0.0,1.6990000009536743,0.7037488222122192,0.0,13.48539444006577,6.333739399909973,0.0,1.808099318061388,0.4820129820713397,0.0,0.0,0.0,0.0
3.868,3.868,3.868,90.0,90.0,90.0,cubic,0.7538629886726841,0.9031273915281077,-1.0,63.0,81.0,0.0,1.934000015258789,0.8010890483856201,0.0,15.350649227909638,7.209801435470581,0.0,2.1959220694595745,0.5854009266901885,0.0,0.0,0.0,0.0
8.452,8.452,8.452,90.0,90.0,90.0,cubic,0.6599935942001262,0.7781258285543904,-1.0,63.0,81.0,0.0,4.22599983215332,1.7504668235778809,0.0,33.542833789435164,15.754201412200928,0.0,7.092942299637744,1.8908759573108829,0.0,0.0,0.0,0.0
8.096,8.096,8.096,90.0,90.0,90.0,cubic,0.6645491272518412,0.7841005606189486,-1.0,63.0,81.0,0.0,4.047999858856201,1.676736831665039,0.0,32.130002801274216,15.090631484985352,0.0,6.649560576861956,1.772676837738108,0.0,0.0,0.0,0.0
3.266,3.266,3.266,90.0,90.0,90.0,cubic,0.7778050496402734,0.9356577527993545,-1.0,63.0,81.0,0.0,1.6330000162124634,0.6764107942581177,0.0,12.961535801587864,6.087697148323059,0.0,1.7037720807202223,0.45420091835503607,0.0,0.0,0.0,0.0
6.562,6.562,6.562,90.0,90.0,90.0,cubic,0.6877222636673014,0.8146360541029475,-1.0,63.0,81.0,0.0,3.2809998989105225,1.359034776687622,0.0,26.042129352435904,12.231312990188599,0.0,4.85223179436572,1.2935346567234445,0.0,0.0,0.0,0.0
5.214,5.214,5.214,90.0,90.0,90.0,cubic,0.7150138123763591,0.8509080836284922,-1.0,63.0,81.0,0.0,2.6070001125335693,1.0798547267913818,0.0,20.69242189704368,9.718692541122437,0.0,3.436717137772162,0.9161787494067692,0.0,0.0,0.0,0.0
5.212,5.212,5.212,90.0,90.0,90.0,cubic,0.715061164874889,0.8509712885627928,-1.0,63.0,81.0,0.0,2.6059999465942383,1.0794405937194824,0.0,20.68448332600788,9.714965343475342,0.0,3.434739601765703,0.9156517569366162,0.0,0.0,0.0,0.0
6.986,6.986,6.986,90.0,90.0,90.0,cubic,0.6806481910904074,0.8052890419104515,-1.0,63.0,81.0,0.0,3.493000030517578,1.446847915649414,0.0,27.724828230871612,13.021631240844727,0.0,5.330035454239213,1.4209098935427045,0.0,0.0,0.0,0.0
6.25,6.25,6.25,90.0,90.0,90.0,cubic,0.6933285642360094,0.8220596887484496,-1.0,63.0,81.0,0.0,3.125,1.294417381286621,0.0,24.803918541230537,11.64975643157959,0.0,4.510318865604547,1.2023854650300871,0.0,0.0,0.0,0.0
3.372,3.372,3.372,90.0,90.0,90.0,cubic,0.773168964241703,0.9293376794067005,-1.0,63.0,81.0,0.0,1.6859999895095825,0.6983641386032104,0.0,13.382210048099589,6.285277247428894,0.0,1.7873868773361021,0.4764914461706245,0.0,0.0,0.0,0.0
3.555,3.555,3.555,90.0,90.0,90.0,cubic,0.7656181334650392,0.9190657607928542,-1.0,63.0,81.0,0.0,1.777500033378601,0.7362645864486694,0.0,14.108469131186359,6.626381278038025,0.0,1.9348470517823477,0.5158020709818598,0.0,0.0,0.0,0.0
4.101,4.101,4.101,90.0,90.0,90.0,cubic,0.7459240308576257,0.8923996037238147,-1.0,63.0,81.0,0.0,2.05049991607666,0.8493449687957764,0.0,16.27533852389297,7.644104719161987,0.0,2.397297030842431,0.6390846574220632,0.0,0.0,0.0,0.0
