a,b,c,alpha,beta,gamma,structure type,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
6.551,6.551,6.551,90.0,90.0,90.0,cubic,0.5086644802218131,0.6171910243507497,-1.0,7.0,5.0,0.0,3.2755000591278076,1.3567564487457275,0.0,8.666158575829542,3.033799648306656,0.0,4.840036436983868,1.2902832380990212,0.0,0.0,0.0,0.0
4.299,4.299,4.299,90.0,90.0,90.0,cubic,0.5716048570960337,0.7360973873216466,-1.0,7.0,5.0,0.0,2.1494998931884766,0.8903522491455078,0.0,5.68704216053661,1.9908881530091844,0.0,2.5729915238710106,0.6859224286897125,0.0,0.0,0.0,0.0
6.087,6.087,6.087,90.0,90.0,90.0,cubic,0.5186237177626534,0.6350821939685523,-1.0,7.0,5.0,0.0,3.0434999465942383,1.2606592178344727,0.0,8.052343973926718,2.818919707539596,0.0,4.335030540246277,1.1556565077818344,0.0,0.0,0.0,0.0
7.342,7.342,7.342,90.0,90.0,90.0,cubic,0.4939458208511529,0.5913408406599001,-1.0,7.0,5.0,0.0,3.6710000038146973,1.5205779075622559,0.0,9.712553073010852,3.4001155663935956,0.0,5.742602969060737,1.53089437823862,0.0,0.0,0.0,0.0
6.707,6.707,6.707,90.0,90.0,90.0,cubic,0.5055543956338928,0.6116707350737954,-1.0,7.0,5.0,0.0,3.3534998893737793,1.3890652656555176,0.0,8.872526728965637,3.1060443591895415,0.0,5.013946068495715,1.3366453480222038,0.0,0.0,0.0,0.0
7.555,7.555,7.555,90.0,90.0,90.0,cubic,0.490385947338775,0.5851918535509536,-1.0,7.0,5.0,0.0,3.7774999141693115,1.5646917819976807,0.0,9.994325350459834,3.4987571883820956,0.0,5.994305988988431,1.5979949999856147,0.0,0.0,0.0,0.0
7.491,7.491,7.491,90.0,90.0,90.0,cubic,0.4914395442979455,0.5870076235941402,-1.0,7.0,5.0,0.0,3.745500087738037,1.5514369010925293,0.0,9.909661767725451,3.469118373644513,0.0,5.9182993897755765,1.5777325633635204,0.0,0.0,0.0,0.0
4.296,4.296,4.296,90.0,90.0,90.0,cubic,0.571722085274139,0.7363325703409136,-1.0,7.0,5.0,0.0,2.1480000019073486,0.88973069190979,0.0,5.683073821213111,1.9894983087782128,0.0,2.570298896905844,0.6852042876957969,0.0,0.0,0.0,0.0
5.273,5.273,5.273,90.0,90.0,90.0,cubic,0.5392559210771881,0.6732179828442149,-1.0,7.0,5.0,0.0,2.6364998817443848,1.0920741558074951,0.0,6.975523018746844,2.4419520488562556,0.0,3.495214617614983,0.9317736142562475,0.0,0.0,0.0,0.0
6.089,6.089,6.089,90.0,90.0,90.0,cubic,0.5185783056875405,0.6349999886237719,-1.0,7.0,5.0,0.0,3.0445001125335693,1.2610728740692139,0.0,8.054990164271985,2.819844670999794,0.0,4.337167605872861,1.1562253574664776,0.0,0.0,0.0,0.0
6.47,6.47,6.47,90.0,90.0,90.0,cubic,0.5103241925728395,0.6201498354223798,-1.0,7.0,5.0,0.0,3.234999895095825,1.3399808406829834,0.0,8.559005213743593,2.9962882483144666,0.0,4.750547010056989,1.2664268129481866,0.0,0.0,0.0,0.0
4.137,4.137,4.137,90.0,90.0,90.0,cubic,0.5781280194414827,0.7492604716466631,-1.0,7.0,5.0,0.0,2.06850004196167,0.8568007946014404,0.0,5.472736697957249,1.9158648199046557,0.0,2.428932885054984,0.647518237019551,0.0,0.0,0.0,0.0
5.321,5.321,5.321,90.0,90.0,90.0,cubic,0.5379051085258806,0.6706758577342079,-1.0,7.0,5.0,0.0,2.6605000495910645,1.1020150184631348,0.0,7.039021494292967,2.464180493509255,0.0,3.5430486910692536,0.9445250566821367,0.0,0.0,0.0,0.0
4.92,4.92,4.92,90.0,90.0,90.0,cubic,0.5498134805198268,0.6933130063089943,-1.0,7.0,5.0,0.0,2.4600000381469727,1.018965244293213,0.0,6.508548326146296,2.2784755529493035,0.0,3.150176478905039,0.8397911047756893,0.0,0.0,0.0,0.0
6.674,6.674,6.674,90.0,90.0,90.0,cubic,0.5062030689609871,0.6128195000878707,-1.0,7.0,5.0,0.0,3.3369998931884766,1.3822307586669922,0.0,8.82887184242581,3.0907619369705013,0.0,4.976986959807877,1.326792608166009,0.0,0.0,0.0,0.0
3.256,3.256,3.256,90.0,90.0,90.0,cubic,0.6224104937432022,0.8432716894390163,-1.0,7.0,5.0,0.0,1.628000020980835,0.674339771270752,0.0,4.307283189923225,1.5078695684930612,0.0,1.695953040907828,0.45211651899667243,0.0,0.0,0.0,0.0
6.615,6.615,6.615,90.0,90.0,90.0,cubic,0.5073750586515235,0.614898521334275,-1.0,7.0,5.0,0.0,3.307499885559082,1.370011329650879,0.0,8.750822158563924,3.0634384630442386,0.0,4.9111361087452305,1.3092375469958732,0.0,0.0,0.0,0.0
7.16,7.16,7.16,90.0,90.0,90.0,cubic,0.49711326199303985,0.5968454002869357,-1.0,7.0,5.0,0.0,3.5799999237060547,1.482884407043457,0.0,9.471789491756429,3.315830336923638,0.0,5.530402495006884,1.4743247675875624,0.0,0.0,0.0,0.0
6.333,6.333,6.333,90.0,90.0,90.0,cubic,0.5132046943242937,0.6253064947632838,-1.0,7.0,5.0,0.0,3.1665000915527344,1.3116073608398438,0.0,8.377771768711794,2.9328432186269864,0.0,4.600462247215609,1.2264164911252988,0.0,0.0,0.0,0.0
3.397,3.397,3.397,90.0,90.0,90.0,cubic,0.6140836886819037,0.8249479700177094,-1.0,7.0,5.0,0.0,1.6985000371932983,0.70354163646698,0.0,4.493808700247425,1.5731669241416122,0.0,1.8073012742473518,0.48180013865654814,0.0,0.0,0.0,0.0
