a,b,c,alpha,beta,gamma,structure type,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
3.622,3.622,3.622,90.0,90.0,90.0,cubic,0.6019017532252112,0.7986925343861134,-1.0,7.0,5.0,0.0,1.8109999895095825,0.7501407861709595,0.0,4.791455596582938,1.6773657905733996,0.0,1.9898021024845514,0.5304523559763146,0.0,0.0,0.0,0.0
4.905,4.905,4.905,90.0,90.0,90.0,cubic,0.5502882338090412,0.6942261604870159,-1.0,7.0,5.0,0.0,2.452500104904175,1.0158586502075195,0.0,6.488705367936267,2.2715289973951944,0.0,3.135781298282831,0.8359535343525847,0.0,0.0,0.0,0.0
7.101,7.101,7.101,90.0,90.0,90.0,cubic,0.4981662939065532,0.5986823879405573,-1.0,7.0,5.0,0.0,3.55049991607666,1.470665454864502,0.0,9.393739807894542,3.2885079292376753,0.0,5.462185861878389,1.4561397266161722,0.0,0.0,0.0,0.0
8.406,8.406,8.406,90.0,90.0,90.0,cubic,0.4775408495088232,0.5633294503051398,-1.0,7.0,5.0,0.0,4.203000068664551,1.7409396171569824,0.0,11.1200929420738,3.892859328685472,0.0,7.035116754633121,1.8754598714843507,0.0,0.0,0.0,0.0
3.702,3.702,3.702,90.0,90.0,90.0,cubic,0.5978616539466939,0.7901262232402878,-1.0,7.0,5.0,0.0,1.8509999513626099,0.7667094469070435,0.0,4.897285548098118,1.714414442275415,0.0,2.0560885980747683,0.5481235165192205,0.0,0.0,0.0,0.0
5.048,5.048,5.048,90.0,90.0,90.0,cubic,0.5458523164433109,0.6857261266968742,-1.0,7.0,5.0,0.0,2.5239999294281006,1.0454750061035156,0.0,6.677876122411331,2.3377531824244686,0.0,3.2739061170049393,0.8727757999971346,0.0,0.0,0.0,0.0
4.06,4.06,4.06,90.0,90.0,90.0,cubic,0.5813731754488382,0.7558717975718051,-1.0,7.0,5.0,0.0,2.0299999713897705,0.8408534526824951,0.0,5.370875085765567,1.880205479313462,0.0,2.361436443979397,0.6295245647511903,0.0,0.0,0.0,0.0
4.976,4.976,4.976,90.0,90.0,90.0,cubic,0.5480608818076071,0.6899491295931868,-1.0,7.0,5.0,0.0,2.48799991607666,1.0305633544921875,0.0,6.582629039888415,2.3044097157647445,0.0,3.2041124965073586,0.8541698873843303,0.0,0.0,0.0,0.0
8.912,8.912,8.912,90.0,90.0,90.0,cubic,0.47078750796341884,0.5520351082529571,-1.0,7.0,5.0,0.0,4.455999851226807,1.8457355499267578,0.0,11.789467448486944,4.127190158124187,0.0,7.679800974133283,2.047323301274164,0.0,0.0,0.0,0.0
3.995,3.995,3.995,90.0,90.0,90.0,cubic,0.5841900922468288,0.7616449107808936,-1.0,7.0,5.0,0.0,1.997499942779541,0.8273916244506836,0.0,5.284888092460415,1.8501039162857056,0.0,2.304954607414509,0.6144674670854117,0.0,0.0,0.0,0.0
6.5,6.5,6.5,90.0,90.0,90.0,cubic,0.5097058088491707,0.6190463332756126,-1.0,7.0,5.0,0.0,3.25,1.3461942672729492,0.0,8.59869176095992,3.010181892542835,0.0,4.7836264129145984,1.2752455564259262,0.0,0.0,0.0,0.0
6.74,6.74,6.74,90.0,90.0,90.0,cubic,0.5049105542721892,0.6105318756229916,-1.0,7.0,5.0,0.0,3.369999885559082,1.395899772644043,0.0,8.916181615505462,3.121326781408581,0.0,5.050996213080109,1.3465223566163482,0.0,0.0,0.0,0.0
3.76,3.76,3.76,90.0,90.0,90.0,cubic,0.5950196714827234,0.7841418109113536,-1.0,7.0,5.0,0.0,1.8799999952316284,0.7787214517593384,0.0,4.974012452185505,1.7412741016712039,0.0,2.1045971888336106,0.5610549799567307,0.0,0.0,0.0,0.0
5.99,5.99,5.99,90.0,90.0,90.0,cubic,0.5208536819619198,0.6391335939849,-1.0,7.0,5.0,0.0,2.994999885559082,1.2405695915222168,0.0,7.92402487385624,2.7739979374628234,0.0,4.2318223596873406,1.1281423719362023,0.0,0.0,0.0,0.0
6.45,6.45,6.45,90.0,90.0,90.0,cubic,0.5107388789003677,0.6208905072850809,-1.0,7.0,5.0,0.0,3.2249999046325684,1.335838794708252,0.0,8.532547725864797,2.9870263519490377,0.0,4.728536795825973,1.2605593309641567,0.0,0.0,0.0,0.0
3.541,3.541,3.541,90.0,90.0,90.0,cubic,0.6061422471418354,0.8077587843941958,-1.0,7.0,5.0,0.0,1.7704999446868896,0.7333650588989258,0.0,4.684302549895124,1.639854124021135,0.0,1.9234286912580214,0.5127581063919858,0.0,0.0,0.0,0.0
4.751,4.751,4.751,90.0,90.0,90.0,cubic,0.5552976178732525,0.7039118846378521,-1.0,7.0,5.0,0.0,2.375499963760376,0.9839644432067871,0.0,6.284982143552902,2.2002113824531073,0.0,2.989267331443741,0.7968954022319857,0.0,0.0,0.0,0.0
6.062,6.062,6.062,90.0,90.0,90.0,cubic,0.5191932133336229,0.6361152577466854,-1.0,7.0,5.0,0.0,3.0309998989105225,1.255481481552124,0.0,8.019271956379157,2.8073419372426973,0.0,4.30835118494944,1.1485441141181432,0.0,0.0,0.0,0.0
7.296,7.296,7.296,90.0,90.0,90.0,cubic,0.49473511124136627,0.5927095640310917,-1.0,7.0,5.0,0.0,3.6480000019073486,1.5110509395599365,0.0,9.651700787809997,3.378812618320944,0.0,5.688718694293838,1.5165295307892115,0.0,0.0,0.0,0.0
3.814,3.814,3.814,90.0,90.0,90.0,cubic,0.5924364873664966,0.7787315015455458,-1.0,7.0,5.0,0.0,1.906999945640564,0.7899054288864136,0.0,5.045447606378625,1.7662822347861467,0.0,2.1500978985457926,0.57318505958359,0.0,0.0,0.0,0.0
7.85,7.85,7.85,90.0,90.0,90.0,cubic,0.48569754723076414,0.5771536308049146,-1.0,7.0,5.0,0.0,3.924999952316284,1.6257884502410889,0.0,10.384573769769265,3.635373491773109,0.0,6.34880074979827,1.6924983916589138,0.0,0.0,0.0,0.0
6.681,6.681,6.681,90.0,90.0,90.0,cubic,0.5060650558921519,0.6125750547547234,-1.0,7.0,5.0,0.0,3.3405001163482666,1.3836801052093506,0.0,8.838132562439844,3.0940027743621688,0.0,4.98481965367087,1.3288799799029658,0.0,0.0,0.0,0.0
4.788,4.788,4.788,90.0,90.0,90.0,cubic,0.5540710216702505,0.7015316908236091,-1.0,7.0,5.0,0.0,2.3940000534057617,0.9916272163391113,0.0,6.333928779986994,2.217345864073143,0.0,3.0242552786780417,0.8062224191072932,0.0,0.0,0.0,0.0
